title,url,category
"County cricket day four: Somerset beat Essex, Middlesex edge Kent and more – as it happened",https://www.theguardian.com/sport/live/2025/may/05/county-cricket-day-four-somerset-v-essex-hants-v-durham-middx-v-kent-and-more,Sports
Lewis Hamilton unapologetic for terse exchange with Ferrari at Miami Grand Prix,https://www.theguardian.com/sport/2025/may/05/lewis-hamilton-ferrari-team-radio-miami-grand-prix-formula-one,Sports
Judd Trump calls on snooker to stamp out rowdy ‘darts atmosphere’ at events,https://www.theguardian.com/sport/2025/may/04/judd-trump-calls-snooker-stamp-out-darts-atmosphere-world-snooker-championship,Sports
Zhao Xintong beats Mark Williams 18-12 to become China’s first world snooker champion – as it happened,https://www.theguardian.com/sport/live/2025/may/05/zhao-xintong-v-mark-williams-world-snooker-championship-final-live,Sports
Live,https://www.theguardian.com/us-news/live/2025/may/05/donald-trump-tariffs-film-industry-alcatraz-russia-israel-us-politcs-live-updates,Sports
Trump’s movie tariffs are designed to destroy the international film industry,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Sports
"Middle East crisis: Gaza offensive includes ‘wide-scale attack’ and ‘moving majority of the population’, says IDF – as it happened",https://www.theguardian.com/world/live/2025/may/05/israel-gaza-yemen-middle-east-crisis-live-updates,Sports
Wisconsin woman missing for more than 60 years found ‘alive and well’,https://www.theguardian.com/us-news/2025/may/04/wisconsin-woman-missing-found,Sports
The one change that worked: I could never get fit – until I tried a 40-second plank every day,https://www.theguardian.com/lifeandstyle/2025/may/05/the-one-change-that-worked-i-could-never-get-fit-until-i-tried-a-40-second-plank-every-day,Sports
Announcement of Israel’s Gaza occupation plan is carefully timed,https://www.theguardian.com/world/2025/may/05/netanyahu-announces-gaza-occupation-plan-with-close-attention-to-timing,Sports
Romania’s pro-EU prime minister resigns as Trump ally eyes presidency,https://www.theguardian.com/world/2025/may/05/far-right-first-round-win-romanian-presidential-election-george-simion-prospect-eu-disruption,Sports
‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,https://www.theguardian.com/tv-and-radio/2025/may/05/it-normalises-the-abhorrent-is-the-handmaids-tale-the-most-frustrating-show-on-tv,Sports
"Spain: cable theft that caused rail chaos was ‘act of sabotage’, says minister",https://www.theguardian.com/world/2025/may/05/spain-cable-theft-that-caused-rail-chaos-was-act-of-sabotage-says-minister,Sports
Film,https://www.theguardian.com/film/2025/may/05/fears-trump-foreign-film-tariffs-wipe-out-uk-movie-industry,Business
…,https://www.theguardian.com/culture/2025/may/05/kula-shaker-govinda-sanskrit-radio#comments,Arts/Culture/Celebrities
…,https://www.theguardian.com/money/2025/may/04/how-ticketmaster-swallowed-the-live-entertainment-scene#comments,Arts/Culture/Celebrities
…,https://www.theguardian.com/film/2025/may/01/dwayne-the-rock-johnson-films-ranked#comments,Arts/Culture/Celebrities
…,https://www.theguardian.com/commentisfree/2025/may/05/reform-minorities-labour-british-public-keir-starmer#comments,Politics
Analysis,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Business
Tariffs,https://www.theguardian.com/us-news/2025/may/04/trump-tariffs-foreign-movies,Business
…,https://www.theguardian.com/commentisfree/2025/may/05/trump-tariffs-capitalism#comments,Business
…,https://www.theguardian.com/money/2025/may/04/how-ticketmaster-swallowed-the-live-entertainment-scene#comments,Business
Bank of England poised to cut rates as fears grow over impact of Trump tariffs,https://www.theguardian.com/business/2025/may/05/bank-of-england-interest-rates-uk-economy-trump-tariffs,Business
UK ministers to meet bank bosses over lending to small businesses,https://www.theguardian.com/business/2025/may/05/uk-ministers-meet-bank-bosses-businesses-rachel-reeves-sme,Business
Skechers to be taken private by 3G Capital in biggest footwear buyout to date,https://www.theguardian.com/business/2025/may/05/skechers-to-be-taken-private-by-3g-capital-in-biggest-footwear-buyout-to-date,Business
"Clothing shortages, food waste and millions lost each day: inside the M&S cyber-attack chaos",https://www.theguardian.com/business/2025/may/03/inside-the-marks-and-spencer-cyber-attack-chaos,Business
Shell reportedly weighing up merits of making move to buy BP,https://www.theguardian.com/business/2025/may/04/shell-reportedly-weighing-up-merits-of-making-move-to-buy-bp,Business
"Americans would suffer most if Trump imposes pharma tariffs, sector warns",https://www.theguardian.com/business/2025/may/05/americans-would-suffer-most-if-trump-imposes-pharma-tariffs-drugmakers-warns,Business
‘It’s pretty bad’: Bank of England top official on the lack of female economics students,https://www.theguardian.com/business/2025/may/05/bank-of-england-clare-lombardelli-economics-image-problem,Business
Sainsbury’s tea to return to Fairtrade label after dropping it in 2017,https://www.theguardian.com/business/2025/may/05/sainsburys-tea-fairtrade-label,Business
BMW ends 180 agency staff contracts at Mini factory in Oxford,https://www.theguardian.com/business/2025/may/04/bmw-ends-180-agency-staff-contracts-at-mini-factory-in-oxford,Business
…,https://www.theguardian.com/culture/2025/apr/28/mark-knopfler-dire-straits-money-for-nothing#comments,Arts/Culture/Celebrities
…,https://www.theguardian.com/music/2025/apr/24/girl-so-inspiring-lordes-20-best-songs-ranked#comments,Arts/Culture/Celebrities
…,https://www.theguardian.com/tv-and-radio/2025/may/03/david-attenborough-birthday-99-by-barack-obama-billie-eilish-morgan-freeman#comments,Arts/Culture/Celebrities
‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,https://www.theguardian.com/tv-and-radio/2025/may/05/it-normalises-the-abhorrent-is-the-handmaids-tale-the-most-frustrating-show-on-tv,Arts/Culture/Celebrities
Trump’s movie tariffs are designed to destroy the international film industry,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Arts/Culture/Celebrities
"Trump’s foreign film tariffs could ‘wipe out’ UK movie industry, ministers told",https://www.theguardian.com/film/2025/may/05/fears-trump-foreign-film-tariffs-wipe-out-uk-movie-industry,Arts/Culture/Celebrities
The doctors will see you now! It’s the all-time top 20 TV medical dramas,https://www.theguardian.com/tv-and-radio/2025/may/05/the-doctors-will-see-you-now-its-the-all-time-top-20-tv-medical-dramas,Arts/Culture/Celebrities
Palestinian activist’s home ‘raided’ by Israeli soldiers for appearing in Louis Theroux documentary,https://www.theguardian.com/tv-and-radio/2025/may/05/palestinian-activists-home-raided-by-israeli-soldiers-for-appearing-in-louis-theroux-documentary,Arts/Culture/Celebrities
We’re having sex inside Moby Dick! The wild architectural world of Japan’s love hotels,https://www.theguardian.com/artanddesign/2025/may/05/japan-love-hotels-moby-dick-ufos,Arts/Culture/Celebrities
"Kula Shaker on making Govinda: ‘Crowds would sing the lyrics as, “Go cash your giro giro”’",https://www.theguardian.com/culture/2025/may/05/kula-shaker-govinda-sanskrit-radio,Arts/Culture/Celebrities
Trump’s attack on the film industry is a sign of xenophobic contempt,https://www.theguardian.com/global/2025/may/05/hollywood-trump-tariffs-international,Arts/Culture/Celebrities
‘I’m burping? At least I didn’t fart!’ Ten things I’ve learned about ageing rockers,https://www.theguardian.com/music/2025/may/05/brian-may-nearly-choked-on-his-goats-cheese-my-adventures-with-the-cosmic-dads-of-rocknroll,Arts/Culture/Celebrities
"‘It’s a northern sound, it gives you hope that it can happen to you’: how bassline bounced back",https://www.theguardian.com/music/2025/may/05/bassline-big-ang-jamie-duggan-t2-bassline-symphony-bradford-city-of-culture,Arts/Culture/Celebrities
Zhao Xintong beats Mark Williams 18-12 to become China’s first world snooker champion – as it happened,https://www.theguardian.com/sport/live/2025/may/05/zhao-xintong-v-mark-williams-world-snooker-championship-final-live,Arts/Culture/Celebrities
Live,https://www.theguardian.com/us-news/live/2025/may/05/donald-trump-tariffs-film-industry-alcatraz-russia-israel-us-politcs-live-updates,Arts/Culture/Celebrities
…,https://www.theguardian.com/commentisfree/2025/may/05/crisis-social-care-economy-treasury#comments,Politics
…,https://www.theguardian.com/commentisfree/2025/may/05/conservative-party-is-dead-local-elections-reform#comments,Politics
…,https://www.theguardian.com/commentisfree/picture/2025/may/04/ella-baron-british-politician-obsession-change-cartoon#comments,Politics
…,https://www.theguardian.com/commentisfree/2025/may/04/english-reform-party-politics-local-elections#comments,Politics
…,https://www.theguardian.com/commentisfree/2025/may/03/labour-reform-voters-keir-starmer-local-elections#comments,Politics
…,https://www.theguardian.com/commentisfree/picture/2025/may/03/becky-barnicoat-early-signs-summer-cartoon#comments,Politics
…,https://www.theguardian.com/commentisfree/picture/2025/may/02/martin-rowson-reform-uk-labour-runcorn-byelection-cartoon#comments,Politics
Reform accused of seeking ban on flying Ukrainian flags over council buildings,https://www.theguardian.com/politics/2025/may/05/reform-accused-of-seeking-ban-on-flying-ukrainian-flags-over-council-buildings,Politics
Cuts leave voters doubting Labour’s ability to deliver change,https://www.theguardian.com/politics/2025/may/05/labour-voters-change-winter-fuel-allowance,Politics
Green deputy launches leadership bid with UK ‘eco-populism’ vision,https://www.theguardian.com/politics/2025/may/05/green-deputy-zack-polanski-launches-leadership-bid-with-uk-eco-populism-vision,Politics
"Reform UK to resist housing asylum seekers in its council areas, chair says",https://www.theguardian.com/politics/2025/may/04/reform-uk-to-resist-housing-asylum-seekers-in-its-council-areas-chair-says,Politics
Government is gaslighting us on planning bill and nature,https://www.theguardian.com/politics/2025/may/05/government-is-gaslighting-us-on-planning-bill-and-nature,Politics
UK politics: New Reform mayor suggests 10% cut to council workforce – as it happened,https://www.theguardian.com/politics/live/2025/may/04/labour-reform-conservatives-tories-wes-streeting-kemi-badenoch-zia-yusuf-uk-politics-live-updates,Politics
Treasury threatens Defra with £4bn bill if Thames Water nationalised,https://www.theguardian.com/business/2025/may/03/treasury-threatens-defra-with-4bn-bill-if-thames-water-nationalised,Business
Zhao Xintong beats Mark Williams 18-12 to become China’s first world snooker champion – as it happened,https://www.theguardian.com/sport/live/2025/may/05/zhao-xintong-v-mark-williams-world-snooker-championship-final-live,Business
Live,https://www.theguardian.com/us-news/live/2025/may/05/donald-trump-tariffs-film-industry-alcatraz-russia-israel-us-politcs-live-updates,Business
Trump’s movie tariffs are designed to destroy the international film industry,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Business
"Middle East crisis: Gaza offensive includes ‘wide-scale attack’ and ‘moving majority of the population’, says IDF – as it happened",https://www.theguardian.com/world/live/2025/may/05/israel-gaza-yemen-middle-east-crisis-live-updates,Business
Wisconsin woman missing for more than 60 years found ‘alive and well’,https://www.theguardian.com/us-news/2025/may/04/wisconsin-woman-missing-found,Business
The one change that worked: I could never get fit – until I tried a 40-second plank every day,https://www.theguardian.com/lifeandstyle/2025/may/05/the-one-change-that-worked-i-could-never-get-fit-until-i-tried-a-40-second-plank-every-day,Business
Announcement of Israel’s Gaza occupation plan is carefully timed,https://www.theguardian.com/world/2025/may/05/netanyahu-announces-gaza-occupation-plan-with-close-attention-to-timing,Business
Romania’s pro-EU prime minister resigns as Trump ally eyes presidency,https://www.theguardian.com/world/2025/may/05/far-right-first-round-win-romanian-presidential-election-george-simion-prospect-eu-disruption,Business
Trump’s movie tariffs are designed to destroy the international film industry,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Arts/Culture/Celebrities
"Middle East crisis: Gaza offensive includes ‘wide-scale attack’ and ‘moving majority of the population’, says IDF – as it happened",https://www.theguardian.com/world/live/2025/may/05/israel-gaza-yemen-middle-east-crisis-live-updates,Arts/Culture/Celebrities
Wisconsin woman missing for more than 60 years found ‘alive and well’,https://www.theguardian.com/us-news/2025/may/04/wisconsin-woman-missing-found,Arts/Culture/Celebrities
The one change that worked: I could never get fit – until I tried a 40-second plank every day,https://www.theguardian.com/lifeandstyle/2025/may/05/the-one-change-that-worked-i-could-never-get-fit-until-i-tried-a-40-second-plank-every-day,Arts/Culture/Celebrities
Announcement of Israel’s Gaza occupation plan is carefully timed,https://www.theguardian.com/world/2025/may/05/netanyahu-announces-gaza-occupation-plan-with-close-attention-to-timing,Arts/Culture/Celebrities
Romania’s pro-EU prime minister resigns as Trump ally eyes presidency,https://www.theguardian.com/world/2025/may/05/far-right-first-round-win-romanian-presidential-election-george-simion-prospect-eu-disruption,Arts/Culture/Celebrities
‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,https://www.theguardian.com/tv-and-radio/2025/may/05/it-normalises-the-abhorrent-is-the-handmaids-tale-the-most-frustrating-show-on-tv,Arts/Culture/Celebrities
"Labour must offer a hopeful vision to voters, not ape Reform",https://www.theguardian.com/politics/2025/may/05/labour-must-offer-a-hopeful-vision-to-voters-not-ape-reform,Politics
Spare us from the Farage barrage,https://www.theguardian.com/politics/2025/may/04/spare-us-from-the-farage-barrage,Politics
Local elections 2025: full mayoral and council results for England,https://www.theguardian.com/politics/ng-interactive/2025/may/01/local-elections-2025-full-mayoral-and-council-results-for-england,Politics
"Labour must avoid ‘naive’ lurch to right after Reform success, Haigh warns",https://www.theguardian.com/politics/2025/may/04/dont-lurch-right-after-reform-election-win-former-labour-minister-warns-pm,Politics
Zhao Xintong beats Mark Williams 18-12 to become China’s first world snooker champion – as it happened,https://www.theguardian.com/sport/live/2025/may/05/zhao-xintong-v-mark-williams-world-snooker-championship-final-live,Politics
Live,https://www.theguardian.com/us-news/live/2025/may/05/donald-trump-tariffs-film-industry-alcatraz-russia-israel-us-politcs-live-updates,Politics
Trump’s movie tariffs are designed to destroy the international film industry,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Politics
"Middle East crisis: Gaza offensive includes ‘wide-scale attack’ and ‘moving majority of the population’, says IDF – as it happened",https://www.theguardian.com/world/live/2025/may/05/israel-gaza-yemen-middle-east-crisis-live-updates,Politics
Wisconsin woman missing for more than 60 years found ‘alive and well’,https://www.theguardian.com/us-news/2025/may/04/wisconsin-woman-missing-found,Politics
The one change that worked: I could never get fit – until I tried a 40-second plank every day,https://www.theguardian.com/lifeandstyle/2025/may/05/the-one-change-that-worked-i-could-never-get-fit-until-i-tried-a-40-second-plank-every-day,Politics
‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,https://www.theguardian.com/tv-and-radio/2025/may/05/it-normalises-the-abhorrent-is-the-handmaids-tale-the-most-frustrating-show-on-tv,Business
"Spain: cable theft that caused rail chaos was ‘act of sabotage’, says minister",https://www.theguardian.com/world/2025/may/05/spain-cable-theft-that-caused-rail-chaos-was-act-of-sabotage-says-minister,Business
"Spain: cable theft that caused rail chaos was ‘act of sabotage’, says minister",https://www.theguardian.com/world/2025/may/05/spain-cable-theft-that-caused-rail-chaos-was-act-of-sabotage-says-minister,Arts/Culture/Celebrities
Announcement of Israel’s Gaza occupation plan is carefully timed,https://www.theguardian.com/world/2025/may/05/netanyahu-announces-gaza-occupation-plan-with-close-attention-to-timing,Politics
Romania’s pro-EU prime minister resigns as Trump ally eyes presidency,https://www.theguardian.com/world/2025/may/05/far-right-first-round-win-romanian-presidential-election-george-simion-prospect-eu-disruption,Politics
‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,https://www.theguardian.com/tv-and-radio/2025/may/05/it-normalises-the-abhorrent-is-the-handmaids-tale-the-most-frustrating-show-on-tv,Politics
"Spain: cable theft that caused rail chaos was ‘act of sabotage’, says minister",https://www.theguardian.com/world/2025/may/05/spain-cable-theft-that-caused-rail-chaos-was-act-of-sabotage-says-minister,Politics
